,Source,Target,Type,Weight
224,16,2,Undirected,1
225,109,67,Undirected,1
226,102,56,Undirected,1
227,24,98,Undirected,3
228,24,67,Undirected,1
229,24,120,Undirected,3
230,14,108,Undirected,1
231,4,36,Undirected,1
232,36,120,Undirected,1
233,65,114,Undirected,1
234,54,17,Undirected,2
235,90,17,Undirected,1
236,17,98,Undirected,2
237,17,44,Undirected,2
238,114,47,Undirected,8
239,114,56,Undirected,1
240,47,56,Undirected,1
241,8,25,Undirected,7
242,31,85,Undirected,1
243,116,72,Undirected,1
244,98,72,Undirected,2
245,44,72,Undirected,2
246,54,72,Undirected,1
247,83,98,Undirected,3
248,83,44,Undirected,3
249,83,72,Undirected,1
250,98,112,Undirected,1
251,112,44,Undirected,2
252,112,54,Undirected,1
253,22,98,Undirected,1
254,47,73,Undirected,3
255,47,122,Undirected,1
256,36,19,Undirected,1
257,19,108,Undirected,1
258,25,58,Undirected,1
259,58,64,Undirected,1
260,58,67,Undirected,1
261,67,50,Undirected,3
262,40,74,Undirected,1
263,117,69,Undirected,8
264,11,107,Undirected,1
265,47,46,Undirected,1
266,24,118,Undirected,1
267,45,8,Undirected,1
268,8,94,Undirected,1
269,71,107,Undirected,1
270,40,31,Undirected,2
271,40,87,Undirected,10
272,40,106,Undirected,1
273,50,116,Undirected,1
274,15,104,Undirected,2
275,34,76,Undirected,1
276,34,24,Undirected,1
277,34,15,Undirected,1
278,8,26,Undirected,1
279,63,20,Undirected,1
280,2,36,Undirected,1
281,94,20,Undirected,1
282,31,90,Undirected,2
283,28,31,Undirected,2
284,28,90,Undirected,1
285,96,44,Undirected,1
286,38,44,Undirected,2
287,39,98,Undirected,2
288,64,56,Undirected,3
289,64,65,Undirected,4
290,25,65,Undirected,1
291,56,34,Undirected,1
292,10,34,Undirected,1
293,10,108,Undirected,8
294,65,92,Undirected,1
295,20,4,Undirected,2
296,18,114,Undirected,1
297,50,44,Undirected,2
298,79,118,Undirected,1
299,79,113,Undirected,1
300,118,113,Undirected,1
301,107,95,Undirected,22
302,94,95,Undirected,7
303,120,2,Undirected,1
304,107,97,Undirected,5
305,107,98,Undirected,1
306,97,95,Undirected,4
307,80,25,Undirected,1
308,115,44,Undirected,1
309,44,47,Undirected,4
310,83,47,Undirected,1
311,41,47,Undirected,11
312,41,50,Undirected,4
313,41,98,Undirected,1
314,41,8,Undirected,1
315,41,20,Undirected,1
316,41,120,Undirected,1
317,47,8,Undirected,1
318,50,8,Undirected,1
319,8,20,Undirected,1
320,41,84,Undirected,2
321,41,73,Undirected,2
322,41,4,Undirected,2
323,41,67,Undirected,2
324,47,67,Undirected,2
325,84,73,Undirected,2
326,84,4,Undirected,2
327,84,67,Undirected,4
328,73,4,Undirected,2
329,73,67,Undirected,2
330,50,97,Undirected,1
331,10,15,Undirected,1
332,101,15,Undirected,1
333,108,118,Undirected,1
334,15,35,Undirected,1
335,83,54,Undirected,1
336,83,90,Undirected,1
