,Source,Target,Type,Weight
243,255,214,Undirected,1
244,116,61,Undirected,3
245,57,133,Undirected,2
246,249,168,Undirected,19
247,168,208,Undirected,7
248,132,249,Undirected,1
249,132,44,Undirected,12
250,150,293,Undirected,2
251,213,293,Undirected,2
252,248,293,Undirected,1
253,150,135,Undirected,1
254,213,135,Undirected,1
255,272,135,Undirected,1
256,251,248,Undirected,1
257,251,213,Undirected,5
258,251,272,Undirected,10
259,213,128,Undirected,1
260,248,128,Undirected,1
261,36,162,Undirected,1
262,272,293,Undirected,2
263,150,128,Undirected,1
264,76,248,Undirected,1
265,76,213,Undirected,1
266,173,52,Undirected,1
267,37,161,Undirected,2
268,37,110,Undirected,3
269,161,110,Undirected,5
270,281,181,Undirected,2
271,132,161,Undirected,1
272,132,181,Undirected,1
273,161,181,Undirected,7
274,62,161,Undirected,2
275,133,110,Undirected,2
276,251,53,Undirected,3
277,251,13,Undirected,1
278,13,272,Undirected,8
279,98,272,Undirected,1
280,119,248,Undirected,1
281,209,272,Undirected,1
282,13,248,Undirected,2
283,13,213,Undirected,2
284,272,254,Undirected,2
285,53,254,Undirected,3
286,296,272,Undirected,1
287,213,254,Undirected,1
288,53,162,Undirected,1
289,200,155,Undirected,1
290,155,9,Undirected,1
291,67,278,Undirected,7
292,159,278,Undirected,9
293,236,81,Undirected,4
294,4,214,Undirected,1
295,116,81,Undirected,2
296,179,161,Undirected,41
297,18,110,Undirected,6
298,110,249,Undirected,11
299,62,249,Undirected,5
300,133,215,Undirected,1
301,133,173,Undirected,3
302,110,281,Undirected,5
303,110,181,Undirected,8
304,110,216,Undirected,2
305,73,215,Undirected,1
306,35,248,Undirected,1
307,35,217,Undirected,1
308,35,5,Undirected,1
309,248,217,Undirected,4
310,248,5,Undirected,1
311,217,5,Undirected,1
312,251,64,Undirected,2
313,272,64,Undirected,3
314,213,64,Undirected,2
315,64,53,Undirected,3
316,251,23,Undirected,1
317,213,23,Undirected,2
318,132,213,Undirected,2
319,132,272,Undirected,1
320,132,162,Undirected,1
321,132,248,Undirected,1
322,213,14,Undirected,1
323,14,272,Undirected,1
324,248,241,Undirected,1
325,248,23,Undirected,1
326,150,53,Undirected,1
327,105,213,Undirected,1
328,195,64,Undirected,2
329,272,195,Undirected,1
330,195,53,Undirected,1
331,18,162,Undirected,1
332,18,150,Undirected,1
333,18,272,Undirected,6
334,23,272,Undirected,1
335,272,241,Undirected,1
336,241,53,Undirected,1
337,159,67,Undirected,12
338,214,200,Undirected,8
339,214,189,Undirected,1
340,200,189,Undirected,1
341,185,214,Undirected,1
342,65,200,Undirected,1
343,214,41,Undirected,5
344,116,237,Undirected,1
345,237,214,Undirected,1
346,249,27,Undirected,1
347,249,57,Undirected,5
348,143,249,Undirected,12
349,143,179,Undirected,9
350,84,15,Undirected,1
351,249,169,Undirected,1
352,208,169,Undirected,1
353,272,134,Undirected,2
354,272,152,Undirected,1
355,134,152,Undirected,1
356,53,107,Undirected,1
357,281,236,Undirected,1
358,58,200,Undirected,18
359,58,268,Undirected,2
360,268,200,Undirected,1
361,268,236,Undirected,1
362,58,284,Undirected,1
363,9,101,Undirected,1
364,99,281,Undirected,1
365,99,143,Undirected,11
366,99,110,Undirected,27
367,143,110,Undirected,1
368,99,181,Undirected,6
369,99,161,Undirected,6
370,99,291,Undirected,4
371,249,291,Undirected,3
372,249,181,Undirected,40
373,110,291,Undirected,4
374,110,62,Undirected,14
375,291,181,Undirected,3
376,291,62,Undirected,3
377,181,62,Undirected,3
378,110,179,Undirected,4
379,291,179,Undirected,1
380,291,18,Undirected,1
381,179,181,Undirected,1
382,181,18,Undirected,1
383,99,57,Undirected,1
384,110,57,Undirected,1
385,99,72,Undirected,1
386,110,72,Undirected,3
387,291,72,Undirected,2
388,143,173,Undirected,1
389,110,299,Undirected,1
390,299,179,Undirected,1
391,161,126,Undirected,2
392,173,126,Undirected,1
393,161,218,Undirected,1
394,173,218,Undirected,1
395,208,126,Undirected,1
396,126,227,Undirected,1
397,110,208,Undirected,4
398,173,111,Undirected,1
399,3,179,Undirected,1
400,3,18,Undirected,1
401,281,44,Undirected,12
402,44,179,Undirected,3
403,179,193,Undirected,3
404,179,133,Undirected,14
405,213,280,Undirected,1
406,53,280,Undirected,1
407,213,217,Undirected,4
408,248,157,Undirected,1
409,157,213,Undirected,1
410,200,109,Undirected,1
411,267,236,Undirected,2
412,267,114,Undirected,1
413,236,114,Undirected,1
414,267,138,Undirected,3
415,267,58,Undirected,3
416,138,58,Undirected,9
417,177,138,Undirected,1
418,208,247,Undirected,1
419,168,247,Undirected,1
420,133,186,Undirected,5
421,73,186,Undirected,8
422,186,208,Undirected,1
423,186,62,Undirected,1
424,186,261,Undirected,1
425,62,261,Undirected,1
426,82,272,Undirected,2
427,82,18,Undirected,2
428,272,220,Undirected,2
429,196,213,Undirected,1
430,236,115,Undirected,1
431,116,1,Undirected,7
432,33,214,Undirected,1
433,33,138,Undirected,3
434,201,138,Undirected,1
435,124,15,Undirected,1
436,15,161,Undirected,9
437,15,126,Undirected,1
438,202,161,Undirected,2
439,15,133,Undirected,2
440,161,86,Undirected,2
441,133,86,Undirected,1
442,86,249,Undirected,1
443,15,249,Undirected,11
444,53,142,Undirected,1
445,213,21,Undirected,4
446,213,29,Undirected,1
447,213,230,Undirected,1
448,21,29,Undirected,1
449,21,230,Undirected,1
450,29,230,Undirected,1
451,1,58,Undirected,1
452,159,286,Undirected,1
453,286,67,Undirected,20
454,129,110,Undirected,3
455,129,161,Undirected,1
456,281,59,Undirected,1
457,161,282,Undirected,1
458,282,281,Undirected,1
459,60,164,Undirected,1
460,60,131,Undirected,1
461,60,126,Undirected,1
462,164,131,Undirected,1
463,164,126,Undirected,1
464,131,126,Undirected,1
465,272,279,Undirected,1
466,272,6,Undirected,1
467,213,6,Undirected,3
468,217,6,Undirected,1
469,217,53,Undirected,1
470,6,53,Undirected,1
471,213,178,Undirected,1
472,256,7,Undirected,2
473,256,178,Undirected,2
474,7,178,Undirected,2
475,256,131,Undirected,1
476,7,131,Undirected,1
477,131,178,Undirected,1
478,213,152,Undirected,1
479,236,2,Undirected,1
480,116,50,Undirected,1
481,109,163,Undirected,1
482,143,73,Undirected,1
483,143,15,Undirected,1
484,15,73,Undirected,2
485,226,179,Undirected,2
486,226,249,Undirected,1
487,226,272,Undirected,1
488,208,272,Undirected,3
489,133,272,Undirected,6
490,249,272,Undirected,13
491,228,208,Undirected,1
492,228,73,Undirected,1
493,228,57,Undirected,1
494,73,57,Undirected,2
495,57,208,Undirected,1
496,57,15,Undirected,2
497,57,147,Undirected,1
498,147,15,Undirected,1
499,161,84,Undirected,1
500,272,95,Undirected,4
501,278,102,Undirected,1
502,225,267,Undirected,1
503,20,58,Undirected,1
504,200,267,Undirected,1
505,58,171,Undirected,7
506,171,116,Undirected,6
507,15,55,Undirected,2
508,249,55,Undirected,1
509,15,10,Undirected,1
510,249,122,Undirected,1
511,276,18,Undirected,1
512,276,234,Undirected,1
513,18,234,Undirected,1
514,67,272,Undirected,1
515,213,30,Undirected,1
516,272,30,Undirected,1
517,213,85,Undirected,4
518,272,85,Undirected,2
519,130,272,Undirected,1
520,297,56,Undirected,1
521,207,272,Undirected,1
522,272,103,Undirected,1
523,236,156,Undirected,1
524,236,298,Undirected,1
525,156,298,Undirected,2
526,67,205,Undirected,8
527,214,108,Undirected,2
528,116,108,Undirected,3
529,138,200,Undirected,7
530,180,58,Undirected,4
531,169,213,Undirected,1
532,208,15,Undirected,1
533,159,205,Undirected,1
534,58,172,Undirected,1
535,58,242,Undirected,1
536,172,236,Undirected,1
537,172,242,Undirected,1
538,236,242,Undirected,1
539,58,108,Undirected,2
540,236,108,Undirected,1
541,225,58,Undirected,1
542,269,58,Undirected,1
543,58,214,Undirected,14
544,242,41,Undirected,1
545,116,267,Undirected,5
546,41,267,Undirected,1
547,267,214,Undirected,1
548,62,168,Undirected,1
549,249,90,Undirected,4
550,90,168,Undirected,21
551,292,18,Undirected,1
552,208,90,Undirected,1
553,18,90,Undirected,1
554,272,87,Undirected,3
555,288,213,Undirected,2
556,87,215,Undirected,1
557,41,58,Undirected,8
558,236,171,Undirected,6
559,58,34,Undirected,2
560,34,138,Undirected,2
561,214,153,Undirected,1
562,225,171,Undirected,1
563,233,120,Undirected,1
564,233,101,Undirected,1
565,258,168,Undirected,2
566,233,179,Undirected,2
567,77,133,Undirected,2
568,168,225,Undirected,1
569,249,66,Undirected,1
570,190,213,Undirected,1
571,190,148,Undirected,1
572,213,148,Undirected,1
573,47,272,Undirected,1
574,272,44,Undirected,1
575,215,213,Undirected,1
576,226,80,Undirected,2
577,116,12,Undirected,2
578,61,58,Undirected,2
579,61,200,Undirected,1
580,41,200,Undirected,2
581,243,41,Undirected,1
582,243,58,Undirected,1
583,243,187,Undirected,1
584,41,187,Undirected,4
585,58,187,Undirected,1
586,68,138,Undirected,2
587,68,247,Undirected,2
588,138,247,Undirected,2
589,68,58,Undirected,1
590,247,58,Undirected,2
591,295,161,Undirected,1
592,144,90,Undirected,1
593,200,179,Undirected,9
594,179,9,Undirected,2
595,96,133,Undirected,1
596,96,249,Undirected,1
597,96,168,Undirected,1
598,96,90,Undirected,1
599,133,168,Undirected,3
600,204,133,Undirected,5
601,204,181,Undirected,1
602,90,179,Undirected,2
603,179,168,Undirected,6
604,168,161,Undirected,4
605,57,161,Undirected,3
606,155,272,Undirected,1
607,155,158,Undirected,1
608,158,136,Undirected,2
609,272,267,Undirected,2
610,158,116,Undirected,6
611,200,272,Undirected,33
612,45,58,Undirected,1
613,158,272,Undirected,1
614,62,154,Undirected,4
615,154,133,Undirected,1
616,147,249,Undirected,1
617,168,157,Undirected,2
618,90,157,Undirected,2
619,133,84,Undirected,8
620,143,181,Undirected,12
621,273,22,Undirected,1
622,278,22,Undirected,2
623,138,272,Undirected,3
624,214,262,Undirected,2
625,78,168,Undirected,1
626,133,44,Undirected,1
627,44,143,Undirected,1
628,292,161,Undirected,3
629,25,57,Undirected,1
630,179,184,Undirected,1
631,184,249,Undirected,1
632,133,181,Undirected,3
633,133,112,Undirected,2
634,133,29,Undirected,1
635,200,249,Undirected,5
636,168,144,Undirected,1
637,285,249,Undirected,1
638,84,143,Undirected,1
639,272,238,Undirected,5
640,272,260,Undirected,1
641,248,238,Undirected,1
642,248,260,Undirected,1
643,238,260,Undirected,1
644,213,145,Undirected,1
645,213,260,Undirected,2
646,142,260,Undirected,1
647,240,158,Undirected,1
648,281,158,Undirected,1
649,301,116,Undirected,1
650,158,70,Undirected,1
651,267,158,Undirected,1
652,286,205,Undirected,5
653,286,278,Undirected,1
654,205,278,Undirected,2
655,45,200,Undirected,1
656,58,97,Undirected,3
657,133,233,Undirected,40
658,233,208,Undirected,18
659,110,233,Undirected,3
660,168,233,Undirected,4
661,233,90,Undirected,4
662,168,15,Undirected,7
663,90,15,Undirected,7
664,233,15,Undirected,12
665,62,233,Undirected,2
666,62,159,Undirected,1
667,159,233,Undirected,1
668,143,233,Undirected,19
669,245,233,Undirected,5
670,181,233,Undirected,4
671,181,208,Undirected,5
672,233,249,Undirected,34
673,143,168,Undirected,2
674,233,289,Undirected,1
675,289,15,Undirected,2
676,233,84,Undirected,2
677,233,157,Undirected,1
678,71,15,Undirected,1
679,294,213,Undirected,1
680,297,272,Undirected,1
681,272,48,Undirected,1
682,174,272,Undirected,1
683,232,58,Undirected,4
684,58,43,Undirected,2
685,91,181,Undirected,2
686,121,179,Undirected,2
687,121,208,Undirected,1
688,84,181,Undirected,2
689,192,272,Undirected,1
690,47,23,Undirected,1
691,149,272,Undirected,1
692,26,90,Undirected,1
693,249,300,Undirected,2
694,147,62,Undirected,1
695,113,133,Undirected,1
696,168,203,Undirected,1
697,203,90,Undirected,1
698,249,51,Undirected,1
699,15,51,Undirected,2
700,249,199,Undirected,2
701,249,84,Undirected,5
702,199,84,Undirected,2
703,121,281,Undirected,1
704,249,204,Undirected,1
705,15,142,Undirected,1
706,51,142,Undirected,1
707,89,92,Undirected,1
708,89,213,Undirected,1
709,92,213,Undirected,1
710,18,213,Undirected,4
711,49,213,Undirected,2
712,221,116,Undirected,2
713,140,236,Undirected,1
714,236,155,Undirected,1
715,194,58,Undirected,1
716,249,166,Undirected,1
717,11,84,Undirected,1
718,193,8,Undirected,1
719,191,213,Undirected,5
720,191,85,Undirected,2
721,191,74,Undirected,1
722,213,74,Undirected,1
723,54,60,Undirected,1
724,54,213,Undirected,1
725,60,213,Undirected,1
726,197,248,Undirected,1
727,60,23,Undirected,1
728,197,213,Undirected,1
729,8,181,Undirected,1
730,8,161,Undirected,1
731,181,57,Undirected,3
732,57,143,Undirected,2
733,181,292,Undirected,1
734,181,165,Undirected,1
735,181,246,Undirected,1
736,246,161,Undirected,1
737,29,292,Undirected,1
738,29,179,Undirected,1
739,36,238,Undirected,1
740,79,248,Undirected,1
741,238,213,Undirected,2
742,272,182,Undirected,1
743,83,236,Undirected,1
744,58,272,Undirected,12
745,232,272,Undirected,3
746,236,272,Undirected,1
747,249,175,Undirected,6
748,249,9,Undirected,1
749,9,175,Undirected,1
750,168,110,Undirected,7
751,84,179,Undirected,1
752,259,133,Undirected,1
753,224,272,Undirected,1
754,224,213,Undirected,1
755,47,239,Undirected,1
756,47,31,Undirected,1
757,47,213,Undirected,1
758,239,31,Undirected,1
759,239,213,Undirected,1
760,31,213,Undirected,1
761,236,12,Undirected,1
762,191,58,Undirected,1
763,127,58,Undirected,1
764,97,211,Undirected,1
