,Source,Target,Type,Weight
383,87,75,Undirected,22
384,86,87,Undirected,2
385,86,40,Undirected,2
386,97,61,Undirected,1
387,92,148,Undirected,1
388,29,40,Undirected,2
389,149,12,Undirected,1
390,8,79,Undirected,1
391,150,87,Undirected,2
392,150,156,Undirected,3
393,87,156,Undirected,12
394,40,38,Undirected,8
395,87,136,Undirected,2
396,148,136,Undirected,4
397,38,136,Undirected,3
398,54,136,Undirected,4
399,5,136,Undirected,3
400,40,187,Undirected,28
401,90,52,Undirected,1
402,156,94,Undirected,1
403,54,40,Undirected,5
404,52,40,Undirected,7
405,158,29,Undirected,1
406,158,184,Undirected,3
407,191,184,Undirected,12
408,169,184,Undirected,6
409,68,156,Undirected,1
410,156,69,Undirected,4
411,156,158,Undirected,2
412,69,158,Undirected,4
413,68,135,Undirected,12
414,158,177,Undirected,4
415,72,87,Undirected,1
416,156,28,Undirected,1
417,141,187,Undirected,4
418,64,5,Undirected,1
419,35,151,Undirected,2
420,158,180,Undirected,2
421,191,180,Undirected,2
422,188,180,Undirected,2
423,156,180,Undirected,2
424,60,188,Undirected,1
425,178,188,Undirected,2
426,135,18,Undirected,1
427,188,18,Undirected,2
428,18,158,Undirected,2
429,135,180,Undirected,1
430,178,197,Undirected,1
431,178,86,Undirected,1
432,172,30,Undirected,1
433,62,59,Undirected,1
434,10,79,Undirected,1
435,104,79,Undirected,2
436,187,79,Undirected,3
437,104,151,Undirected,2
438,151,187,Undirected,1
439,104,64,Undirected,4
440,104,156,Undirected,5
441,155,64,Undirected,3
442,64,156,Undirected,11
443,104,148,Undirected,1
444,35,144,Undirected,3
445,100,144,Undirected,4
446,148,144,Undirected,2
447,52,144,Undirected,1
448,148,46,Undirected,2
449,29,144,Undirected,1
450,55,80,Undirected,1
451,129,155,Undirected,1
452,102,72,Undirected,2
453,83,163,Undirected,1
454,163,172,Undirected,1
455,57,187,Undirected,1
456,57,155,Undirected,1
457,57,75,Undirected,1
458,86,38,Undirected,1
459,12,187,Undirected,12
460,135,150,Undirected,2
461,81,156,Undirected,1
462,105,127,Undirected,1
463,105,164,Undirected,1
464,127,164,Undirected,1
465,127,87,Undirected,1
466,164,87,Undirected,1
467,61,177,Undirected,1
468,61,40,Undirected,7
469,99,143,Undirected,1
470,99,61,Undirected,1
471,99,194,Undirected,1
472,143,61,Undirected,1
473,143,194,Undirected,1
474,61,194,Undirected,1
475,38,156,Undirected,1
476,187,196,Undirected,3
477,60,68,Undirected,1
478,191,68,Undirected,8
479,169,68,Undirected,2
480,177,169,Undirected,10
481,81,72,Undirected,3
482,147,52,Undirected,2
483,12,38,Undirected,16
484,150,5,Undirected,1
485,104,5,Undirected,5
486,100,159,Undirected,1
487,100,170,Undirected,1
488,152,55,Undirected,2
489,6,100,Undirected,1
490,185,122,Undirected,1
491,178,111,Undirected,1
492,111,75,Undirected,3
493,104,190,Undirected,1
494,104,29,Undirected,3
495,169,77,Undirected,1
496,72,168,Undirected,2
497,187,158,Undirected,1
498,69,177,Undirected,1
499,158,15,Undirected,3
500,15,177,Undirected,1
501,15,169,Undirected,3
502,155,76,Undirected,9
503,155,153,Undirected,1
504,134,153,Undirected,2
505,72,112,Undirected,1
506,156,3,Undirected,1
507,195,187,Undirected,1
508,195,40,Undirected,1
509,52,156,Undirected,2
510,52,169,Undirected,1
511,188,69,Undirected,5
512,69,191,Undirected,2
513,69,68,Undirected,2
514,178,156,Undirected,1
515,68,178,Undirected,2
516,124,72,Undirected,4
517,39,127,Undirected,1
518,40,69,Undirected,1
519,38,104,Undirected,1
520,24,96,Undirected,1
521,24,169,Undirected,7
522,158,167,Undirected,2
523,116,55,Undirected,2
524,83,76,Undirected,2
525,75,83,Undirected,2
526,75,76,Undirected,1
527,28,5,Undirected,1
528,28,104,Undirected,3
529,195,42,Undirected,1
530,195,44,Undirected,1
531,42,44,Undirected,1
532,24,61,Undirected,2
533,24,148,Undirected,1
534,75,157,Undirected,27
535,157,69,Undirected,1
536,75,35,Undirected,1
537,157,35,Undirected,1
538,157,104,Undirected,1
539,35,104,Undirected,3
540,81,87,Undirected,1
541,81,35,Undirected,1
542,156,95,Undirected,1
543,124,172,Undirected,1
544,124,39,Undirected,1
545,93,131,Undirected,1
546,75,29,Undirected,1
547,75,54,Undirected,3
548,169,73,Undirected,1
549,147,86,Undirected,1
550,86,54,Undirected,1
551,86,5,Undirected,1
552,40,146,Undirected,1
553,61,155,Undirected,2
554,61,79,Undirected,1
555,155,79,Undirected,1
556,61,135,Undirected,1
557,61,87,Undirected,1
558,187,87,Undirected,1
559,52,136,Undirected,1
560,79,135,Undirected,1
561,188,184,Undirected,3
562,184,135,Undirected,2
563,40,156,Undirected,1
564,75,52,Undirected,1
565,187,54,Undirected,2
566,54,156,Undirected,1
567,148,156,Undirected,1
568,5,156,Undirected,1
569,98,191,Undirected,2
570,98,169,Undirected,2
571,98,188,Undirected,2
572,61,28,Undirected,1
573,64,28,Undirected,1
574,192,28,Undirected,1
575,145,169,Undirected,1
576,64,40,Undirected,2
577,104,169,Undirected,3
578,169,28,Undirected,5
579,187,111,Undirected,1
580,104,111,Undirected,2
581,11,28,Undirected,1
582,161,40,Undirected,1
583,69,29,Undirected,1
584,111,5,Undirected,1
585,111,12,Undirected,1
586,115,169,Undirected,1
587,115,28,Undirected,1
588,37,28,Undirected,2
589,150,133,Undirected,1
590,133,169,Undirected,2
591,133,135,Undirected,2
592,158,140,Undirected,1
593,69,24,Undirected,2
594,76,172,Undirected,2
595,76,193,Undirected,1
596,172,193,Undirected,1
597,139,169,Undirected,1
598,39,75,Undirected,1
599,39,55,Undirected,1
600,75,55,Undirected,2
601,55,155,Undirected,2
602,49,100,Undirected,1
603,88,5,Undirected,1
604,100,150,Undirected,1
605,100,69,Undirected,1
