,Source,Target,Type,Weight
523,267,192,Undirected,1
655,274,192,Undirected,2
454,65,193,Undirected,1
519,265,194,Undirected,1
497,108,195,Undirected,1
554,148,196,Undirected,1
553,280,196,Undirected,1
533,148,197,Undirected,1
309,54,199,Undirected,1
310,271,199,Undirected,2
457,108,201,Undirected,1
602,5,202,Undirected,1
588,15,202,Undirected,1
637,32,202,Undirected,1
172,33,202,Undirected,18
179,54,202,Undirected,20
364,95,202,Undirected,23
366,102,202,Undirected,1
180,105,202,Undirected,14
19,124,202,Undirected,1
119,131,202,Undirected,26
48,148,202,Undirected,20
133,154,202,Undirected,8
646,181,202,Undirected,1
45,247,202,Undirected,22
413,254,202,Undirected,1
4,280,202,Undirected,5
641,285,202,Undirected,1
678,50,207,Undirected,1
676,108,207,Undirected,4
675,229,207,Undirected,3
677,267,207,Undirected,1
28,15,209,Undirected,8
569,35,209,Undirected,1
386,46,209,Undirected,4
137,49,209,Undirected,3
612,55,209,Undirected,1
475,81,209,Undirected,1
605,100,209,Undirected,1
609,103,209,Undirected,1
614,121,209,Undirected,1
9,123,209,Undirected,6
26,135,209,Undirected,1
96,142,209,Undirected,1
21,159,209,Undirected,3
8,202,209,Undirected,2
468,216,209,Undirected,6
622,219,209,Undirected,1
64,231,209,Undirected,5
25,236,209,Undirected,12
30,246,209,Undirected,19
615,253,209,Undirected,1
29,261,209,Undirected,1
352,263,209,Undirected,1
24,273,209,Undirected,84
6,280,209,Undirected,3
447,33,210,Undirected,1
662,254,211,Undirected,1
652,264,211,Undirected,1
92,70,213,Undirected,1
51,209,215,Undirected,3
52,246,215,Undirected,3
57,251,215,Undirected,2
631,15,216,Undirected,2
633,32,216,Undirected,1
634,181,216,Undirected,4
644,247,216,Undirected,1
396,236,217,Undirected,1
275,17,218,Undirected,2
276,50,218,Undirected,1
270,108,218,Undirected,6
680,50,220,Undirected,1
345,10,222,Undirected,1
351,32,222,Undirected,1
348,62,222,Undirected,1
350,106,222,Undirected,1
488,15,224,Undirected,2
120,123,224,Undirected,2
627,148,224,Undirected,3
547,170,224,Undirected,1
116,202,224,Undirected,4
628,255,224,Undirected,2
548,286,224,Undirected,1
370,276,225,Undirected,1
674,40,226,Undirected,1
238,209,227,Undirected,1
242,50,228,Undirected,5
252,108,228,Undirected,3
504,229,228,Undirected,3
679,267,228,Undirected,2
98,17,229,Undirected,7
703,24,229,Undirected,1
68,50,229,Undirected,178
227,60,229,Undirected,4
359,85,229,Undirected,1
67,108,229,Undirected,165
654,116,229,Undirected,1
164,117,229,Undirected,11
295,134,229,Undirected,1
319,155,229,Undirected,1
76,189,229,Undirected,1
162,192,229,Undirected,20
585,211,229,Undirected,1
501,218,229,Undirected,1
681,220,229,Undirected,4
73,243,229,Undirected,8
358,258,229,Undirected,1
518,265,229,Undirected,2
689,272,229,Undirected,1
299,229,233,Undirected,1
292,39,234,Undirected,1
138,40,235,Undirected,1
144,122,235,Undirected,1
143,276,235,Undirected,1
368,15,236,Undirected,1
461,154,236,Undirected,1
23,273,236,Undirected,11
695,50,238,Undirected,1
183,137,241,Undirected,1
353,17,243,Undirected,1
166,50,243,Undirected,19
502,85,243,Undirected,1
163,117,243,Undirected,4
75,189,243,Undirected,1
209,41,244,Undirected,1
211,177,244,Undirected,1
206,260,244,Undirected,1
416,209,245,Undirected,3
417,246,245,Undirected,3
648,31,246,Undirected,1
136,49,246,Undirected,3
649,53,246,Undirected,2
567,140,246,Undirected,1
125,232,246,Undirected,2
268,236,246,Undirected,7
56,251,246,Undirected,13
237,266,246,Undirected,1
495,54,247,Undirected,1
645,61,247,Undirected,1
494,92,247,Undirected,1
37,95,247,Undirected,11
398,105,247,Undirected,1
545,130,247,Undirected,1
403,131,247,Undirected,18
214,132,247,Undirected,1
526,158,247,Undirected,1
525,166,247,Undirected,5
543,170,247,Undirected,5
278,257,247,Undirected,1
591,277,247,Undirected,1
601,286,247,Undirected,1
317,88,248,Undirected,1
379,136,249,Undirected,1
316,8,251,Undirected,1
124,136,251,Undirected,5
513,138,251,Undirected,1
54,209,251,Undirected,22
269,236,251,Undirected,2
534,282,251,Undirected,1
510,125,252,Undirected,1
611,55,253,Undirected,1
608,103,253,Undirected,1
613,121,253,Undirected,1
415,84,254,Undirected,1
65,108,254,Undirected,24
74,127,254,Undirected,15
404,131,254,Undirected,1
244,228,254,Undirected,1
107,229,254,Undirected,14
272,243,254,Undirected,10
405,247,254,Undirected,27
462,267,254,Undirected,3
642,123,255,Undirected,1
626,148,255,Undirected,2
134,15,257,Undirected,2
355,117,258,Undirected,1
394,15,259,Undirected,2
326,22,260,Undirected,1
577,14,265,Undirected,1
514,108,265,Undirected,11
574,129,265,Undirected,1
579,161,265,Undirected,1
575,167,265,Undirected,1
578,284,265,Undirected,1
460,154,266,Undirected,1
236,273,266,Undirected,1
273,16,267,Undirected,2
428,17,267,Undirected,1
202,52,267,Undirected,1
282,68,267,Undirected,2
251,127,267,Undirected,11
471,146,267,Undirected,1
271,218,267,Undirected,2
105,229,267,Undirected,16
72,243,267,Undirected,5
432,127,269,Undirected,1
327,22,270,Undirected,1
328,260,270,Undirected,1
210,41,271,Undirected,1
307,58,271,Undirected,1
372,77,271,Undirected,1
216,92,271,Undirected,5
215,111,271,Undirected,1
203,132,271,Undirected,2
78,170,271,Undirected,7
212,177,271,Undirected,1
438,209,271,Undirected,4
312,237,271,Undirected,1
444,240,271,Undirected,1
665,242,271,Undirected,1
213,244,271,Undirected,1
207,260,271,Undirected,2
688,50,272,Undirected,1
27,15,273,Undirected,6
505,75,273,Undirected,1
604,100,273,Undirected,1
264,105,273,Undirected,1
702,118,273,Undirected,1
265,123,273,Undirected,2
90,125,273,Undirected,1
450,130,273,Undirected,1
401,136,273,Undirected,5
266,148,273,Undirected,1
22,159,273,Undirected,2
329,189,273,Undirected,1
263,202,273,Undirected,2
53,215,273,Undirected,3
31,246,273,Undirected,31
58,251,273,Undirected,15
448,278,273,Undirected,1
93,70,275,Undirected,1
181,148,275,Undirected,1
94,213,275,Undirected,1
590,148,277,Undirected,1
383,251,279,Undirected,5
115,11,280,Undirected,10
305,17,280,Undirected,1
15,54,280,Undirected,121
308,58,280,Undirected,1
42,92,280,Undirected,2
334,105,280,Undirected,2
465,114,280,Undirected,1
397,120,280,Undirected,1
17,157,280,Undirected,6
79,170,280,Undirected,24
311,199,280,Undirected,1
110,254,280,Undirected,5
81,271,280,Undirected,37
337,286,280,Undirected,5
446,125,281,Undirected,1
117,202,283,Undirected,1
118,224,283,Undirected,3
576,14,284,Undirected,1
539,95,285,Undirected,1
549,123,285,Undirected,3
532,148,285,Undirected,12
592,166,285,Undirected,2
541,170,285,Undirected,1
530,247,285,Undirected,6
113,54,286,Undirected,8
669,92,286,Undirected,2
546,95,286,Undirected,1
333,105,286,Undirected,2
668,113,286,Undirected,1
696,125,286,Undirected,2
112,170,286,Undirected,15
555,202,286,Undirected,2
697,209,286,Undirected,2
666,271,286,Undirected,4
399,209,287,Undirected,1
