,Source,Target,Type,Weight
205,132,49,Undirected,2
206,136,132,Undirected,2
207,136,116,Undirected,1
208,136,153,Undirected,1
209,116,132,Undirected,1
210,116,153,Undirected,1
211,153,171,Undirected,3
212,61,171,Undirected,5
213,68,60,Undirected,1
214,12,182,Undirected,3
215,72,86,Undirected,1
216,72,132,Undirected,1
217,86,132,Undirected,1
218,17,41,Undirected,1
219,17,102,Undirected,1
220,41,102,Undirected,2
221,86,125,Undirected,1
222,163,182,Undirected,2
223,95,17,Undirected,2
224,3,132,Undirected,1
225,173,163,Undirected,1
226,163,150,Undirected,2
227,69,61,Undirected,1
228,163,80,Undirected,4
229,182,17,Undirected,1
230,157,58,Undirected,1
231,157,108,Undirected,1
232,127,54,Undirected,3
233,127,38,Undirected,4
234,54,38,Undirected,3
235,86,38,Undirected,1
236,12,65,Undirected,1
237,12,5,Undirected,15
238,93,182,Undirected,1
239,145,182,Undirected,1
240,35,38,Undirected,1
241,25,105,Undirected,2
242,25,22,Undirected,2
243,25,108,Undirected,1
244,25,17,Undirected,2
245,22,108,Undirected,1
246,22,17,Undirected,2
247,108,17,Undirected,1
248,167,38,Undirected,1
249,38,73,Undirected,1
250,46,74,Undirected,1
251,34,70,Undirected,1
252,34,35,Undirected,3
253,35,163,Undirected,1
254,65,164,Undirected,1
255,46,144,Undirected,1
256,46,83,Undirected,1
257,46,120,Undirected,1
258,46,117,Undirected,1
259,46,48,Undirected,1
260,144,83,Undirected,1
261,144,120,Undirected,1
262,144,117,Undirected,1
263,144,48,Undirected,1
264,83,120,Undirected,1
265,83,117,Undirected,1
266,83,48,Undirected,1
267,120,117,Undirected,1
268,120,48,Undirected,1
269,117,48,Undirected,1
270,20,12,Undirected,2
271,54,12,Undirected,6
272,54,85,Undirected,6
273,54,143,Undirected,2
274,143,85,Undirected,3
275,30,20,Undirected,1
276,164,105,Undirected,1
277,21,133,Undirected,1
278,153,88,Undirected,1
279,88,132,Undirected,1
280,43,139,Undirected,32
281,43,17,Undirected,1
282,139,17,Undirected,1
283,109,148,Undirected,1
284,61,56,Undirected,2
285,61,82,Undirected,1
286,97,61,Undirected,1
287,97,35,Undirected,1
288,35,18,Undirected,1
289,121,61,Undirected,1
290,20,182,Undirected,1
291,58,32,Undirected,3
292,44,12,Undirected,6
293,12,125,Undirected,3
294,75,182,Undirected,3
295,12,163,Undirected,1
296,163,32,Undirected,1
297,22,186,Undirected,1
298,182,52,Undirected,3
299,15,160,Undirected,2
300,53,132,Undirected,1
301,156,35,Undirected,2
302,86,52,Undirected,1
303,181,95,Undirected,1
304,38,30,Undirected,2
305,52,105,Undirected,1
306,22,5,Undirected,2
307,61,166,Undirected,1
308,132,37,Undirected,2
309,103,177,Undirected,1
310,98,105,Undirected,1
311,20,133,Undirected,3
312,182,133,Undirected,1
313,133,38,Undirected,7
314,133,58,Undirected,5
315,105,125,Undirected,1
316,133,177,Undirected,1
317,38,81,Undirected,2
318,47,153,Undirected,2
319,47,132,Undirected,1
320,174,161,Undirected,1
321,78,154,Undirected,1
322,76,100,Undirected,1
323,76,46,Undirected,1
324,100,46,Undirected,1
325,154,10,Undirected,1
326,154,159,Undirected,1
327,154,11,Undirected,1
328,60,5,Undirected,1
329,86,175,Undirected,2
330,168,26,Undirected,1
331,168,110,Undirected,1
332,168,158,Undirected,1
333,168,175,Undirected,2
334,26,110,Undirected,1
335,26,158,Undirected,1
336,26,175,Undirected,1
337,110,158,Undirected,1
338,110,175,Undirected,1
339,158,175,Undirected,1
340,63,175,Undirected,1
341,52,175,Undirected,1
342,175,30,Undirected,1
343,156,80,Undirected,5
344,156,68,Undirected,1
345,75,71,Undirected,1
346,175,91,Undirected,1
347,153,113,Undirected,1
348,153,16,Undirected,1
349,113,16,Undirected,1
350,153,130,Undirected,1
351,70,61,Undirected,1
352,61,14,Undirected,2
353,172,85,Undirected,1
354,60,138,Undirected,1
355,183,182,Undirected,1
356,183,173,Undirected,1
357,182,173,Undirected,1
358,125,77,Undirected,1
359,58,77,Undirected,1
360,12,77,Undirected,1
361,173,104,Undirected,1
362,68,104,Undirected,3
363,34,104,Undirected,3
364,30,52,Undirected,1
365,132,22,Undirected,1
366,90,61,Undirected,2
367,90,86,Undirected,1
368,61,86,Undirected,1
369,150,151,Undirected,1
370,174,125,Undirected,1
371,174,58,Undirected,1
372,174,95,Undirected,1
373,129,153,Undirected,1
374,80,2,Undirected,1
375,163,60,Undirected,1
376,17,54,Undirected,2
377,19,168,Undirected,1
378,19,176,Undirected,1
379,168,176,Undirected,1
380,116,177,Undirected,1
381,75,175,Undirected,13
382,182,175,Undirected,2
383,175,55,Undirected,1
384,75,55,Undirected,2
385,175,105,Undirected,1
386,175,22,Undirected,2
387,58,186,Undirected,2
388,186,182,Undirected,2
389,186,105,Undirected,1
390,186,85,Undirected,3
391,58,79,Undirected,1
392,79,161,Undirected,1
393,79,22,Undirected,1
394,108,79,Undirected,2
395,22,85,Undirected,1
396,8,40,Undirected,1
397,8,60,Undirected,1
398,8,21,Undirected,1
399,8,142,Undirected,1
400,40,60,Undirected,1
401,40,21,Undirected,1
402,40,142,Undirected,1
403,60,21,Undirected,1
404,60,142,Undirected,1
405,21,142,Undirected,1
406,171,132,Undirected,1
407,13,150,Undirected,2
408,13,156,Undirected,1
409,150,156,Undirected,3
410,68,13,Undirected,1
411,68,166,Undirected,1
412,68,46,Undirected,1
413,166,46,Undirected,1
414,166,150,Undirected,1
415,46,150,Undirected,1
416,34,13,Undirected,3
417,126,95,Undirected,3
418,42,12,Undirected,1
419,66,12,Undirected,1
420,160,134,Undirected,1
421,134,132,Undirected,1
422,90,68,Undirected,4
